State,License_Plate,VIN,Make_Name,Model_Name,Trim_Year,Trim_Name,Trim_Description,Engine_Type,Engine_Fuel_Type,Engine_Cylinders,Engine_Size,Engine_Cam_Type,Engine_Drive_Type,Engine_Transmission,Body_Type,Mileage_Fuel_Tank_Capacity
New York,CGA 9220B,1N45H216503W156182,Toyota,Camry,2020,SE,SE 4dr Sedan AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Sedan,14.4
New York,FYI 3325V,2D79K347923Q547319,Toyota,Camry,2020,SE Nightshade Edition,SE Nightshade Edition 4dr Sedan (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Sedan,15.8
New York,NLF 1700C,7D94Z457255X949853,Toyota,Camry,2020,SE Nightshade Edition,SE Nightshade Edition 4dr Sedan AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Sedan,14.4
New York,QZU 4106Z,1V28Z558623E908677,Toyota,Camry,2020,TRD,TRD 4dr Sedan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Sedan,15.8
New York,NLI 8401A,2V71L494335F391013,Toyota,Camry,2020,XLE,XLE 4dr Sedan (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Sedan,15.8
New York,WCT 5425X,3H40S416056T500576,Toyota,Camry,2020,XLE,XLE 4dr Sedan AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Sedan,14.4
New York,QFB 8973R,5X47C796397X445681,Toyota,Camry,2020,XLE,XLE 4dr Sedan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Sedan,15.8
New York,IQV 6372S,8U79A565055O353549,Toyota,Camry,2020,XSE,XSE 4dr Sedan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Sedan,15.8
New York,QAV 4206J,1P13F549025O296767,Toyota,Camry,2020,XSE,XSE 4dr Sedan (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Sedan,15.8
New York,WAA 9440K,3P14E431390L286207,Toyota,Camry,2020,XSE,XSE 4dr Sedan AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Sedan,14.4
New York,UYA 9786Y,5M80T530924U782570,Toyota,Camry Hybrid,2020,LE,LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,VGT 1802P,6N21O942984S331273,Toyota,Camry Hybrid,2020,SE,SE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,RCE 4728B,4D23J473491N207206,Toyota,Camry Hybrid,2020,XLE,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,CEX 2060T,3L89Z599930G622592,Toyota,Corolla,2020,L,L 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,JZQ 8263P,9Z37O749901C420626,Toyota,Corolla,2020,LE,LE 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,TRZ 8197Y,8Z88P311323I456240,Toyota,Corolla,2020,SE,SE 4dr Sedan (2.0L 4cyl CVT),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,BFB 2890C,8I67P790931V501656,Toyota,Corolla,2020,SE,SE 4dr Sedan (2.0L 4cyl 6M),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,6-speed manual,Sedan,13.2
New York,OZK 5397K,5X89U461305N631299,Toyota,Corolla,2020,SE Nightshade,SE Nightshade 4dr Sedan (2.0L 4cyl CVT),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,FED 6840W,9M57C779939N318601,Toyota,Corolla,2020,XLE,XLE 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,HKE 1479V,5T38R207259F510070,Toyota,Corolla,2020,XSE,XSE 4dr Sedan (2.0L 4cyl CVT),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,HUK 8729U,4I88Z930643K898336,Toyota,Corolla Hatchback,2020,Nightshade Edition,Nightshade Edition 4dr Hatchback (2.0L 4cyl CVT),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,13.2
New York,CAJ 2555I,6U36D598801G793089,Toyota,Corolla Hatchback,2020,SE,SE 4dr Hatchback (2.0L 4cyl 6M),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,6-speed manual,Hatchback,13.2
New York,HGU 3018J,9M53L352389F541576,Toyota,Corolla Hatchback,2020,SE,SE 4dr Hatchback (2.0L 4cyl CVT),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,13.2
New York,KAC 9752D,5S58N278695L557098,Toyota,Corolla Hatchback,2020,XSE,XSE 4dr Hatchback (2.0L 4cyl CVT),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,13.2
New York,PDY 3924L,7Q65T598623N649006,Toyota,Corolla Hatchback,2020,XSE,XSE 4dr Hatchback (2.0L 4cyl 6M),gas,87 (Regular),I4,2,Double overhead cam (DOHC),front wheel drive,6-speed manual,Hatchback,13.2
New York,QAY 5776U,9W70W917403J271454,Toyota,Corolla Hybrid,2020,LE,LE 4dr Sedan (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,11.4
New York,SHV 9019R,8W21A645043N872779,Toyota,GR Supra,2020,3,3.0 2dr Coupe (3.0L 6cyl Turbo 8A),gas,93 (Premium),I6,3,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,Coupe,13.7
New York,AFV 7562L,7C15P241667Y514627,Toyota,GR Supra,2020,3.0 Premium,3.0 Premium 2dr Coupe (3.0L 6cyl Turbo 8A),gas,93 (Premium),I6,3,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,Coupe,13.7
New York,MJT 6905U,7N82J489839F310241,Toyota,GR Supra,2020,Launch Edition,Launch Edition 2dr Coupe (3.0L 6cyl Turbo 8A),gas,93 (Premium),I6,3,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,Coupe,13.7
New York,JLR 8578V,8O50A548403H627256,Toyota,Highlander,2020,L,L 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,17.9
New York,LIB 6067R,3Y82M142658Z347705,Toyota,Highlander,2020,L,L 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,17.9
New York,TFN 4440S,9V20T897715O305458,Toyota,Highlander,2020,LE,LE 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,17.9
New York,AKS 4588I,9D71S133219W237100,Toyota,Highlander,2020,LE,LE 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,17.9
New York,EVM 3273K,3E28H757555O419870,Toyota,Highlander,2020,Limited,Limited 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,17.9
New York,ATJ 8861R,9H41M629486R399026,Toyota,Highlander,2020,Limited,Limited 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,17.9
New York,KAF 5220U,2U35R157359X163041,Toyota,Highlander,2020,Platinum,Platinum 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,17.9
New York,GXW 5803H,7W83Z714585U530270,Toyota,Highlander,2020,Platinum,Platinum 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,17.9
New York,HKJ 9598N,6I81U306020D492491,Toyota,Highlander,2020,XLE,XLE 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,17.9
New York,NMQ 1511H,8N19D852409J107146,Toyota,Highlander,2020,XLE,XLE 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,17.9
New York,BOW 6876W,1W43H299173Z353907,Toyota,Highlander Hybrid,2020,LE,LE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.1
New York,FYV 3724W,4Y57U556996E886022,Toyota,Highlander Hybrid,2020,LE,LE 4dr SUV (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,SUV,17.1
New York,OOI 9063G,5O41S980448T568405,Toyota,Highlander Hybrid,2020,Limited,Limited 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.1
New York,TIP 9676U,2M75V345705K618387,Toyota,Highlander Hybrid,2020,Limited,Limited 4dr SUV (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,SUV,17.1
New York,BGW 9489J,8N16Q653008H819045,Toyota,Highlander Hybrid,2020,Platinum,Platinum 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.1
New York,XJY 3252W,5C29D866293U504646,Toyota,Highlander Hybrid,2020,Platinum,Platinum 4dr SUV (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,SUV,17.1
New York,EKI 8572C,7B85P596283P984153,Toyota,Highlander Hybrid,2020,XLE,XLE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.1
New York,NFC 8473U,4Y18X962886I336913,Toyota,Highlander Hybrid,2020,XLE,XLE 4dr SUV (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,SUV,17.1
New York,FNI 6130L,9N72V100989M322928,Toyota,Land Cruiser,2020,Base,4dr SUV 4WD (5.7L 8cyl 8A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,8-speed shiftable automatic,SUV,24.6
New York,FNI 8661C,9X41K134645C700101,Toyota,Land Cruiser,2020,Heritage Edition,Heritage Edition 4dr SUV 4WD (5.7L 8cyl 8A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,8-speed shiftable automatic,SUV,24.6
New York,STP 6932V,2T25W804497R393583,Toyota,Mirai,2020,Base,4dr Sedan (electric (fuel cell) DD),electric (fuel cell),hydrogen,,,,front wheel drive,1-speed direct drive,Sedan,
New York,PEP 6939P,2A11P484757E145057,Toyota,Prius,2020,L Eco,L Eco 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,UCO 3597B,6J13K314433A907176,Toyota,Prius,2020,LE,LE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,MKR 9010C,9I26G473490K470335,Toyota,Prius,2020,LE AWD-e,LE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,Hatchback,10.6
New York,VBE 1669M,3C24W327641I352183,Toyota,Prius,2020,Limited,Limited 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,WBA 1546T,5M83W270046E796187,Toyota,Prius,2020,XLE,XLE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,WWJ 1444R,5Z31S119716E627775,Toyota,Prius,2020,XLE AWD-e,XLE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,Hatchback,10.6
New York,CCC 3526N,3B31I665545W534392,Toyota,Prius Prime,2020,LE,LE 4dr Hatchback (1.8L 4cyl gas/electric plug-in hybrid CVT),plug-in hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.4
New York,LIF 5247K,2I58Z222753W576637,Toyota,Prius Prime,2020,Limited,Limited 4dr Hatchback (1.8L 4cyl gas/electric plug-in hybrid CVT),plug-in hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.4
New York,LQC 2703H,3E93Y426727D619708,Toyota,Prius Prime,2020,XLE,XLE 4dr Hatchback (1.8L 4cyl gas/electric plug-in hybrid CVT),plug-in hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.4
New York,YVF 1527T,8D29U472595B992670,Toyota,RAV4,2020,Adventure,Adventure 4dr SUV AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,14.5
New York,ALS 9001A,8B20E862473Y277531,Toyota,RAV4,2020,Base,LE 4dr SUV (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,14.5
New York,WRC 9439M,6W15H744800B614009,Toyota,RAV4,2020,LE,LE 4dr SUV AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,14.5
New York,OOS 7168P,1F43K923530J867909,Toyota,RAV4,2020,Limited,Limited 4dr SUV AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,14.5
New York,AUQ 9630A,8C88F807502G283009,Toyota,RAV4,2020,Limited,Limited 4dr SUV (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,14.5
New York,FQJ 2735P,6O84F860745T579605,Toyota,RAV4,2020,TRD Off-Road,TRD Off-Road 4dr SUV AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,14.5
New York,IRC 2584B,1I21F589412P256967,Toyota,RAV4,2020,XLE,XLE 4dr SUV AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,14.5
New York,MQX 9417T,9H74P593417P628106,Toyota,RAV4,2020,XLE,XLE 4dr SUV (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,14.5
New York,WXH 6040O,3N83Y711361R836871,Toyota,RAV4,2020,XLE Premium,XLE Premium 4dr SUV AWD (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,14.5
New York,AKB 1832X,2R80T295965U790637,Toyota,RAV4,2020,XLE Premium,XLE Premium 4dr SUV (2.5L 4cyl 8A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,14.5
New York,LCQ 3221Y,7H50J654916K466129,Toyota,RAV4 Hybrid,2020,LE,LE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,MYY 1149O,5L55K407026A620710,Toyota,RAV4 Hybrid,2020,LE,LE 4dr SUV AWD w/Prod. End 05/20 (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,DCY 5634Z,8H62G696899Q709594,Toyota,RAV4 Hybrid,2020,Limited,Limited 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,DAH 8931H,3B53C449975C854934,Toyota,RAV4 Hybrid,2020,Limited,Limited 4dr SUV AWD w/Prod. End 05/20 (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,GEJ 2780S,1B61H991202P387827,Toyota,RAV4 Hybrid,2020,XLE,XLE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,DKL 4153B,3M27P524092X515915,Toyota,RAV4 Hybrid,2020,XLE,XLE 4dr SUV AWD w/Prod. End 05/20 (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,OLY 8302M,7G25N466090T281597,Toyota,RAV4 Hybrid,2020,XSE,XSE 4dr SUV AWD w/Prod. End 05/20 (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,EIA 3999E,6C80I659849Z333831,Toyota,RAV4 Hybrid,2020,XSE,XSE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.5
New York,AZN 4813X,4J67U777179Z326586,Toyota,Sequoia,2020,Limited,Limited 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,UVH 7174P,2Q75Z958996G105193,Toyota,Sequoia,2020,Limited,Limited 4dr SUV (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),rear wheel drive,6-speed shiftable automatic,SUV,26.4
New York,HAK 5562W,6P56N825327B216638,Toyota,Sequoia,2020,Platinum,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,MLG 4594B,5G66C431603R870906,Toyota,Sequoia,2020,Platinum,Platinum 4dr SUV (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),rear wheel drive,6-speed shiftable automatic,SUV,26.4
New York,OXR 9301H,5F68B400415G282692,Toyota,Sequoia,2020,SR5,SR5 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,OGG 9474U,9R75I375089Q459416,Toyota,Sequoia,2020,SR5,SR5 4dr SUV (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),rear wheel drive,6-speed shiftable automatic,SUV,26.4
New York,AEU 9978P,1Y55M967423Y855984,Toyota,Sequoia,2020,TRD PRO,TRD PRO 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,NOW 2115Q,9B56E914738P261962,Toyota,Sequoia,2020,TRD Sport,TRD Sport 4dr SUV (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),rear wheel drive,6-speed shiftable automatic,SUV,26.4
New York,GJW 6170P,4Y23V434253O459627,Toyota,Sequoia,2020,TRD Sport,TRD Sport 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,DCU 6060P,1J78B443635Q818363,Toyota,Sienna,2020,CE Fleet Cargo Van,CE Fleet Cargo Van 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,KIQ 2436E,6F41R316605G397300,Toyota,Sienna,2020,L 7-Passenger,L 7-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,AAE 7176G,4A41W586837J901245,Toyota,Sienna,2020,LE 7-Passenger,LE 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,JUR 5149F,3Z42T760497R241298,Toyota,Sienna,2020,LE 7-Passenger Mobility,LE 7-Passenger Mobility 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,VQN 9356Z,2O69M641529H966698,Toyota,Sienna,2020,LE 7-Passenger Mobility Auto Access,LE 7-Passenger Mobility Auto Access 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,YIS 5367N,7Q73B701511B689116,Toyota,Sienna,2020,LE 8-Passenger,LE 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,MYV 3110L,1H26P514423U757120,Toyota,Sienna,2020,Limited 7-Passenger,Limited 7-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,VWW 4668A,9A93B608331W890758,Toyota,Sienna,2020,Limited 7-Passenger,Limited 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,ZLA 9871D,9L85D640328B110307,Toyota,Sienna,2020,Limited Premium 7-Passenger,Limited Premium 7-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,FNR 1002K,5G98N698433O957910,Toyota,Sienna,2020,Limited Premium 7-Passenger,Limited Premium 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,UXA 5325K,7Y10T536919C640007,Toyota,Sienna,2020,SE 7-Passenger,SE 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,JWF 8811B,5C93P324767H281716,Toyota,Sienna,2020,SE 8-Passenger,SE 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,UYY 1411K,2B78H790595W845156,Toyota,Sienna,2020,SE Premium 7-Passenger,SE Premium 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,NVV 3305G,2K22J170749F300860,Toyota,Sienna,2020,SE Premium 8-Passenger,SE Premium 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,KVL 4859A,7C66B955450Y264392,Toyota,Sienna,2020,XLE 7-Passenger,XLE 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,XDM 1844Z,8S40W809032I557363,Toyota,Sienna,2020,XLE 7-Passenger Mobility Auto Access,XLE 7-Passenger Mobility Auto Access 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,YVP 8188Z,5E25J762477N968035,Toyota,Sienna,2020,XLE 8-Passenger,XLE 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,UQS 9697H,9C34B332506Q785466,Toyota,Sienna,2020,XLE Premium 7-Passenger,XLE Premium 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,CRW 6040X,1K12V887780G568054,Toyota,Sienna,2020,XLE Premium 8-Passenger,XLE Premium 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,UOG 8474M,1C99A882776D953274,Toyota,Tacoma,2020,Limited,Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,Truck (Double Cab),21.1
